PLAYER;TEAM;AGE;GP;G;FREQ;FGM;FGA;FG%;EFG%;2FG FREQ;2FGM;2FGA;2FG%;3FG FREQ;3PM;3PA;3P%;NONE
Herbert Jones;NOP;25;47;47;100;3.9;7.8;50.1;59.5;55.0;2.5;4.3;57.2;45.0;1.5;3.5;41.6
Taurean Prince;LAL;29;50;49;100;3.4;7.8;43.4;55.6;35.2;1.5;2.8;53.6;64.8;1.9;5.1;37.8
David Roddy;PHX;22;48;46;100;3.1;7.8;40.2;46.4;59.0;2.2;4.6;46.9;41.0;1.0;3.2;30.5
Cody Martin;CHA;28;20;20;100;2.9;7.8;37.4;44.2;60.0;1.9;4.7;39.8;40.0;1.1;3.1;33.9
Ivica Zubac;LAC;26;41;41;100;5.1;7.7;65.9;65.9;100;5.1;7.7;66.0;0.0;0.0;0.0;
Georges Niang;CLE;30;51;51;100;3.4;7.7;43.4;54.6;37.6;1.6;2.9;56.2;62.4;1.7;4.8;35.9
Andrew Nembhard;IND;24;40;39;100;3.7;7.7;48.4;53.2;71.1;3.0;5.5;54.4;28.9;0.8;2.2;33.6
Tre Jones;SAS;24;48;48;100;3.8;7.7;49.9;54.1;70.5;3.2;5.4;58.9;29.5;0.7;2.3;28.6
Wendell Carter Jr.;ORL;24;27;27;100;4.0;7.7;52.2;59.9;62.8;2.8;4.8;58.4;37.2;1.2;2.9;41.8
Chris Paul;GSW;38;32;32;100;3.3;7.7;42.4;51.2;51.4;1.9;3.9;48.5;48.6;1.3;3.7;36.0
Marvin Bagley III;WAS;24;35;35;100;4.4;7.6;58.5;58.9;96.2;4.4;7.3;59.9;3.8;0.1;0.3;20.7
Ayo Dosunmu;CHI;24;51;51;100;3.8;7.6;50.0;58.3;58.3;2.5;4.4;57.4;41.7;1.3;3.2;39.6
Malaki Branham;SAS;20;48;47;100;3.2;7.5;42.2;48.2;59.4;2.3;4.5;50.9;40.6;0.9;3.0;29.6
Scotty Pippen Jr.;MEM;23;7;7;100;3.7;7.4;50.0;60.6;65.4;2.1;4.9;44.0;34.6;1.6;2.6;61.1
Derrick Rose;MEM;35;20;20;100;3.4;7.4;45.3;50.3;73.6;2.6;5.5;47.7;26.4;0.8;1.9;38.5
Obi Toppin;IND;25;54;54;100;4.2;7.4;56.6;65.0;58.1;2.9;4.3;68.4;41.9;1.2;3.1;40.1
Simone Fontecchio;DET;28;51;51;100;3.3;7.4;44.8;57.3;35.8;1.5;2.6;55.5;64.2;1.8;4.8;38.7
Derrick Jones Jr.;DAL;26;48;48;100;3.6;7.4;48.9;57.3;50.3;2.4;3.7;63.3;49.7;1.3;3.7;34.1
Ausar Thompson;DET;21;52;52;100;3.5;7.3;47.6;49.2;78.4;3.3;5.7;56.7;21.6;0.2;1.6;14.6
Jaden Hardy;DAL;21;48;48;100;3.0;7.3;40.6;50.0;48.9;1.6;3.6;44.4;51.1;1.4;3.7;37.0
Moritz Wagner;ORL;26;51;51;100;4.2;7.2;58.5;62.1;78.6;3.7;5.7;65.6;21.4;0.5;1.6;32.9
Alex Caruso;CHI;29;46;46;100;3.4;7.1;48.2;60.2;39.6;1.7;2.8;60.8;60.4;1.7;4.3;40.0
Josh Hart;NYK;28;52;52;100;3.0;7.1;42.0;48.2;58.6;2.1;4.1;50.4;41.4;0.9;2.9;30.1
Jakob Poeltl;TOR;28;42;42;100;4.8;7.0;68.8;68.8;100;4.8;7.0;68.8;0.0;0.0;0.0;
Josh Green;DAL;23;40;40;100;3.4;7.0;48.4;58.8;48.7;1.9;3.4;56.8;51.3;1.4;3.6;40.5
Ziaire Williams;MEM;22;44;41;100;2.7;7.0;39.2;47.2;49.0;1.6;3.4;47.2;51.0;1.1;3.5;31.3
Dario Saric;GSW;29;48;47;100;3.4;6.9;48.6;59.2;49.2;1.9;3.4;56.1;50.8;1.5;3.5;41.5
Duop Reath;POR;27;38;38;100;3.3;6.9;48.5;58.6;48.5;1.9;3.3;58.4;51.5;1.4;3.5;39.2
Grant Williams;CHA;25;48;48;100;2.8;6.8;41.5;54.0;34.1;1.1;2.3;48.5;65.9;1.7;4.5;38.0
T.J. McConnell;IND;31;43;43;100;3.7;6.8;53.9;54.4;93.5;3.6;6.4;56.5;6.5;0.1;0.4;15.9
Vince Williams Jr.;MEM;23;41;40;100;3.0;6.8;44.1;55.7;39.1;1.4;2.7;53.0;60.9;1.6;4.2;38.3
Dennis Smith Jr.;BKN;26;35;35;100;3.0;6.7;44.9;48.7;73.3;2.5;4.9;50.8;26.7;0.5;1.8;28.3
Killian Hayes;DET;22;42;42;100;2.8;6.7;41.3;45.2;73.9;2.3;5.0;45.4;26.1;0.5;1.8;29.5
Evan Fournier;DET;31;3;3;100;1.3;6.7;20.0;25.0;25.0;0.7;1.7;40.1;75.0;0.7;5.0;13.4
Bilal Coulibaly;WAS;19;51;51;100;3.0;6.6;45.6;53.3;58.6;2.0;3.9;51.5;41.4;1.0;2.8;37.1
Daniel Gafford;DAL;25;46;46;100;4.5;6.6;68.8;68.8;100;4.5;6.6;68.7;0.0;0.0;0.0;
Jalen Smith;IND;23;38;38;100;4.2;6.6;63.3;72.1;64.1;3.0;4.2;71.5;35.9;1.2;2.4;48.9
Onyeka Okongwu;ATL;23;52;52;100;4.0;6.6;60.9;64.1;81.3;3.6;5.4;67.0;18.7;0.4;1.2;34.1
Payton Pritchard;BOS;26;53;53;100;2.8;6.6;42.8;55.5;32.2;1.1;2.1;54.5;67.8;1.7;4.5;37.3
Royce O'Neale;PHX;30;49;49;100;2.5;6.5;38.3;53.3;18.4;0.6;1.2;45.8;81.6;2.0;5.3;36.6
Jabari Walker;POR;21;48;48;100;3.1;6.5;47.0;51.3;69.0;2.5;4.5;55.6;31.0;0.6;2.0;27.7
Kyle Lowry;MIA;37;36;36;100;2.8;6.5;42.9;55.8;33.9;1.1;2.2;50.7;66.1;1.7;4.3;39.0
Draymond Green;GSW;33;26;24;100;3.3;6.5;50.6;58.3;63.7;2.3;4.1;55.1;36.3;1.0;2.4;42.6
Kevin Love;MIA;35;41;41;100;2.7;6.5;42.3;53.8;30.2;1.2;1.9;63.6;69.8;1.5;4.5;33.0
Isaac Okoro;CLE;23;42;42;100;3.2;6.5;49.4;56.8;61.3;2.2;4.0;56.7;38.7;0.9;2.5;38.0
Precious Achiuwa;NYK;24;46;45;100;3.1;6.4;49.0;52.0;77.0;2.8;5.0;55.6;23.0;0.4;1.5;26.4
Moses Moody;GSW;21;37;36;100;3.1;6.4;47.9;56.5;51.7;2.0;3.3;59.3;48.3;1.1;3.1;35.7
Gabe Vincent;LAL;27;5;5;100;2.4;6.4;37.5;40.6;46.9;2.0;3.0;66.7;53.1;0.4;3.4;11.8
Dante Exum;DAL;28;32;31;100;3.6;6.3;57.1;64.8;68.0;2.7;4.3;61.7;32.0;1.0;2.0;47.8
Sam Hauser;BOS;26;52;52;100;2.8;6.3;44.1;61.7;14.0;0.6;0.9;63.6;86.0;2.2;5.4;41.0
Bones Hyland;LAC;23;19;18;100;2.3;6.3;36.7;45.0;46.7;1.3;3.0;42.7;53.3;1.1;3.4;31.2
Sam Merrill;CLE;27;36;33;100;2.8;6.3;44.1;63.2;13.7;0.4;0.9;41.9;86.3;2.4;5.4;44.5
Isaiah Joe;OKC;24;49;48;100;2.9;6.3;46.1;62.0;25.6;0.9;1.6;55.9;74.4;2.0;4.7;42.8
Quentin Grimes;DET;23;45;45;100;2.5;6.2;39.6;53.2;25.4;0.8;1.6;49.4;74.6;1.7;4.6;36.4
Xavier Tillman;BOS;25;34;33;100;2.6;6.2;41.4;44.3;75.7;2.2;4.7;47.2;24.3;0.3;1.5;23.3
Al Horford;BOS;37;44;44;100;2.9;6.2;47.2;60.5;33.9;1.3;2.1;60.8;66.1;1.6;4.1;40.3
Terance Mann;LAC;27;45;45;100;2.9;6.2;46.6;53.6;54.5;2.0;3.4;59.5;45.5;0.9;2.8;31.1
Jaylen Nowell;MEM;24;9;8;100;2.4;6.1;40.0;43.6;58.2;2.0;3.6;56.2;41.8;0.4;2.6;17.2
Matt Ryan;NOP;26;14;14;100;2.7;6.1;44.7;63.5;20.0;0.4;1.2;35.5;80.0;2.3;4.9;47.1
Marcus Sasser;DET;23;47;46;100;3.0;6.1;48.8;58.6;54.7;1.8;3.3;53.3;45.3;1.2;2.7;43.4
Landry Shamet;WAS;26;35;35;100;2.7;6.1;44.8;54.7;44.8;1.5;2.7;55.7;55.2;1.2;3.3;35.9
Nick Smith Jr.;CHA;19;36;35;100;2.4;6.0;40.6;52.3;47.9;1.0;2.9;35.6;52.1;1.4;3.1;45.2
Kevin Knox II;DET;24;31;29;100;2.8;6.0;46.2;54.6;49.5;1.8;3.0;59.6;50.5;1.0;3.0;33.0
Jae Crowder;MIL;33;22;22;100;2.6;6.0;43.9;56.8;33.3;1.1;2.0;54.5;66.7;1.6;4.0;38.8
Toumani Camara;POR;23;51;51;100;2.5;6.0;41.8;47.9;58.5;1.8;3.5;50.7;41.5;0.7;2.5;29.3
Matt Hurt;MEM;23;3;3;100;2.0;6.0;33.3;38.9;44.4;1.3;2.7;49.8;55.6;0.7;3.3;20.1
Andre Drummond;CHI;30;53;52;100;3.3;5.9;56.3;56.3;99.4;3.3;5.8;56.6;0.6;0.0;0.0;0.0
Jose Alvarado;NOP;25;34;33;100;2.4;5.8;41.7;52.3;41.2;1.2;2.4;50.2;58.8;1.2;3.4;36.0
Cam Reddish;LAL;24;34;33;100;2.4;5.8;40.2;48.0;53.3;1.4;3.1;46.2;46.7;0.9;2.7;33.2
Nickeil Alexander-Walker;MIN;25;52;52;100;2.4;5.8;41.7;53.6;33.8;1.0;2.0;53.1;66.2;1.4;3.9;35.8
Naji Marshall;NOP;26;41;41;100;2.6;5.8;45.0;52.1;61.3;1.8;3.6;50.0;38.7;0.8;2.2;37.1
Christian Braun;DEN;22;52;52;100;2.6;5.8;45.2;51.0;68.6;1.9;3.9;48.7;31.4;0.7;1.8;37.0
Amen Thompson;HOU;21;33;33;100;2.9;5.7;50.0;51.6;79.8;2.7;4.5;58.7;20.2;0.2;1.1;15.7
Cedi Osman;SAS;28;53;53;100;2.7;5.7;47.5;58.3;43.2;1.5;2.5;60.0;56.8;1.2;3.2;38.1
Dereck Lively II;DAL;20;36;36;100;4.2;5.6;73.9;73.9;99.0;4.2;5.6;74.7;1.0;0.0;0.1;0.0
Walker Kessler;UTA;22;45;44;100;3.7;5.6;66.1;66.9;93.7;3.6;5.3;68.8;6.3;0.1;0.4;25.0
Julian Strawther;DEN;21;33;31;100;2.2;5.6;39.8;50.0;37.6;1.1;2.1;51.4;62.4;1.1;3.5;32.7
Gary Harris;ORL;29;32;32;100;2.4;5.6;42.8;53.6;32.8;1.2;1.8;64.7;67.2;1.2;3.8;32.3
Peyton Watson;DEN;21;50;50;100;2.6;5.6;47.1;53.4;62.2;1.9;3.5;55.5;37.8;0.7;2.1;33.3
Trey Lyles;SAC;28;38;37;100;2.6;5.5;46.4;61.6;26.5;0.9;1.5;60.5;73.5;1.7;4.1;41.2
Marcus Morris Sr.;SAS;34;37;34;100;2.4;5.5;43.9;52.7;56.1;1.5;3.1;46.9;43.9;1.0;2.4;39.9
Skylar Mays;LAL;26;28;24;100;2.1;5.5;39.0;44.2;64.9;1.6;3.6;44.0;35.1;0.6;1.9;29.5
Monte Morris;MIN;28;6;6;100;2.0;5.5;36.4;39.4;66.7;1.7;3.7;45.5;33.3;0.3;1.8;18.0
Keon Johnson;BKN;21;2;2;100;2.0;5.5;36.4;50.0;54.5;0.5;3.0;16.7;45.5;1.5;2.5;60.0
Ashton Hagans;POR;24;2;2;100;2.0;5.5;36.4;36.4;63.6;2.0;3.5;57.1;36.4;0.0;2.0;0.0
Nick Richards;CHA;26;43;43;100;3.7;5.5;67.8;67.8;100;3.7;5.5;67.8;0.0;0.0;0.0;
Aaron Holiday;HOU;27;49;47;100;2.5;5.4;45.6;56.7;44.9;1.3;2.4;52.7;55.1;1.2;3.0;39.9
Ben Simmons;BKN;27;11;10;100;3.4;5.4;62.7;62.7;100;3.4;5.4;62.7;0.0;0.0;0.0;
Jevon Carter;CHI;28;50;48;100;2.0;5.3;37.0;47.7;35.8;0.8;1.9;43.2;64.2;1.1;3.4;33.5
Kelly Olynyk;TOR;32;51;51;100;2.9;5.3;55.6;62.5;67.9;2.2;3.6;61.6;32.1;0.7;1.7;43.2
Cason Wallace;OKC;20;53;53;100;2.6;5.2;50.2;61.3;45.8;1.4;2.4;60.9;54.2;1.1;2.8;40.9
Christian Wood;LAL;28;47;44;100;2.4;5.2;46.3;53.3;56.6;1.7;2.9;57.1;43.4;0.7;2.3;31.9
Day'Ron Sharpe;BKN;22;36;36;100;2.9;5.1;57.3;57.6;96.2;2.9;4.9;59.1;3.8;0.0;0.2;15.8
Patrick Beverley;MIL;35;48;48;100;2.2;5.1;43.1;50.6;54.5;1.4;2.8;51.6;45.5;0.8;2.3;33.0
Kyle Anderson;MIN;30;52;52;100;2.4;5.1;47.2;48.3;88.3;2.3;4.5;50.9;11.7;0.1;0.6;20.0
Craig Porter Jr.;CLE;23;32;25;100;2.6;5.1;50.9;53.1;87.7;2.4;4.5;53.2;12.3;0.2;0.6;34.9
Paul Reed;PHI;24;52;52;100;2.8;5.1;54.2;56.1;88.3;2.6;4.5;57.1;11.7;0.2;0.6;31.7
Torrey Craig;CHI;33;31;31;100;2.1;5.0;41.7;52.2;42.3;1.0;2.1;48.4;57.7;1.1;2.9;36.6
Cameron Payne;PHI;29;49;48;100;2.3;5.0;45.1;56.5;41.9;1.1;2.1;53.3;58.1;1.1;2.9;39.0
Jamal Cain;MIA;24;13;10;100;2.2;5.0;44.6;50.8;61.5;1.6;3.1;52.6;38.5;0.6;1.9;32.3
Ochai Agbaji;TOR;23;52;52;100;2.1;5.0;42.2;51.4;43.0;1.2;2.1;55.9;57.0;0.9;2.8;31.8
Isaiah Livers;WAS;25;23;23;100;1.7;5.0;35.1;44.7;33.3;0.8;1.6;47.3;66.7;1.0;3.3;29.1
Jordan Goodwin;PHX;25;39;36;100;1.9;5.0;38.9;44.8;58.5;1.3;2.9;45.9;41.5;0.6;2.0;28.8
Gary Payton II;GSW;31;17;17;100;2.4;4.9;48.8;54.8;60.7;1.8;3.0;60.7;39.3;0.6;1.9;30.4
Dyson Daniels;NOP;20;51;49;100;2.2;4.9;44.2;50.6;57.0;1.6;2.8;55.4;43.0;0.6;2.1;29.7
Haywood Highsmith;MIA;27;38;36;100;2.1;4.8;42.9;53.8;41.8;1.0;2.0;50.7;58.2;1.1;2.8;37.2
Matisse Thybulle;POR;26;50;50;100;1.9;4.8;40.4;54.2;22.1;0.6;1.1;58.5;77.9;1.3;3.7;35.3
Theo Maledon;PHX;22;14;12;100;1.4;4.8;28.4;32.1;55.2;1.0;2.6;37.9;44.8;0.4;2.1;16.8
Danilo Gallinari;DET;35;32;31;100;2.2;4.8;45.1;53.9;50.3;1.3;2.4;54.4;49.7;0.8;2.4;35.3
Miles McBride;NYK;23;40;34;100;2.1;4.8;44.0;56.0;41.4;0.9;2.0;48.0;58.6;1.1;2.8;41.1
Jordan Nwora;TOR;25;26;23;100;2.1;4.8;45.2;53.2;54.0;1.4;2.6;53.5;46.0;0.8;2.2;35.2
Julian Champagnie;SAS;22;46;45;100;1.9;4.8;39.7;53.2;27.9;0.6;1.3;45.9;72.1;1.3;3.4;37.3
Jonathan Isaac;ORL;26;35;35;100;2.2;4.7;47.6;53.0;62.8;1.7;2.9;58.2;37.2;0.5;1.7;29.3
Nikola Jovic;MIA;20;19;17;100;1.9;4.7;40.4;50.6;52.8;0.9;2.5;38.5;47.2;0.9;2.2;43.0
Mitchell Robinson;NYK;25;21;21;100;2.8;4.7;59.2;59.2;100;2.8;4.7;59.1;0.0;0.0;0.0;
Daniel Theis;LAC;31;39;37;100;2.5;4.7;54.4;58.5;80.2;2.1;3.7;57.5;19.8;0.4;0.9;41.3
Sasha Vezenkov;SAC;28;35;33;100;2.1;4.6;45.1;56.8;38.3;1.0;1.8;56.5;61.7;1.1;2.9;38.1
Kris Dunn;UTA;29;45;43;100;2.2;4.6;47.3;54.3;66.7;1.5;3.1;49.8;33.3;0.6;1.5;41.8
Doug McDermott;IND;32;47;46;100;2.0;4.6;44.0;61.6;19.4;0.4;0.9;44.9;80.6;1.6;3.7;43.8
Isaiah Hartenstein;NYK;25;50;50;100;2.8;4.6;61.8;62.1;98.7;2.8;4.5;62.2;1.3;0.0;0.1;33.3
Taylor Hendricks;UTA;20;14;13;100;1.7;4.5;38.1;48.4;41.3;0.8;1.9;42.5;58.7;0.9;2.6;35.2
Armoni Brooks;BKN;25;10;8;100;1.5;4.5;33.3;45.6;28.9;0.4;1.3;30.8;71.1;1.1;3.2;34.4
Dean Wade;CLE;27;44;43;100;1.8;4.5;41.1;58.4;13.2;0.3;0.6;50.8;86.8;1.6;3.9;39.8
Gradey Dick;TOR;20;32;30;100;1.7;4.4;38.0;48.6;37.3;0.8;1.7;45.2;62.7;0.9;2.8;33.8
Chris Boucher;TOR;31;45;43;100;2.1;4.4;48.5;55.8;55.6;1.5;2.4;61.1;44.4;0.6;2.0;32.7
Robert Williams III;POR;26;6;6;100;2.8;4.3;65.4;65.4;100;2.8;4.3;65.4;0.0;0.0;0.0;
Bryce McGowens;CHA;21;42;38;100;2.0;4.3;45.9;54.1;53.6;1.3;2.3;54.5;46.4;0.7;2.0;35.5
Lester Quinones;GSW;23;16;14;100;1.8;4.3;40.6;53.6;37.7;0.6;1.6;38.7;62.3;1.1;2.7;42.0
Trendon Watford;BKN;23;37;34;100;2.3;4.3;53.5;56.9;79.9;2.0;3.4;58.3;20.1;0.3;0.9;34.9
Maxi Kleber;DAL;32;18;17;100;2.0;4.3;46.8;57.1;41.6;1.1;1.8;62.4;58.4;0.9;2.5;35.6
Dexter Dennis;DAL;25;4;3;100;2.5;4.3;58.8;61.8;64.7;2.3;2.8;81.8;35.3;0.3;1.5;16.7
Jontay Porter;TOR;24;16;14;100;1.6;4.3;36.8;45.6;47.1;0.8;2.0;40.5;52.9;0.8;2.3;33.3
Max Christie;LAL;21;42;37;100;1.8;4.2;41.6;50.6;50.6;1.0;2.1;46.7;49.4;0.8;2.1;36.2
Shake Milton;DET;27;39;36;100;1.7;4.2;40.0;44.2;67.3;1.3;2.9;46.7;32.7;0.4;1.4;26.1
Jeff Green;HOU;37;50;50;100;2.1;4.2;49.0;54.3;65.2;1.6;2.7;59.1;34.8;0.4;1.5;30.1
Pat Connaughton;MIL;31;47;45;100;1.9;4.2;45.4;59.2;28.6;0.7;1.2;62.2;71.4;1.1;3.0;38.6
Aaron Wiggins;OKC;25;50;47;100;2.4;4.1;58.5;68.1;62.8;1.6;2.6;62.3;37.2;0.8;1.5;51.9
Goga Bitadze;ORL;24;44;37;100;2.5;4.1;61.9;62.4;94.5;2.5;3.9;64.3;5.5;0.1;0.2;21.7
Terquavion Smith;PHI;21;9;8;100;1.8;4.1;43.2;59.5;24.3;0.4;1.0;44.0;75.7;1.3;3.1;42.8
Isaiah Jackson;IND;22;41;39;100;2.7;4.1;65.9;65.9;98.2;2.7;4.0;67.0;1.8;0.0;0.1;0.0
Joe Ingles;ORL;36;39;39;100;1.6;4.0;41.0;54.8;31.4;0.5;1.3;42.9;68.6;1.1;2.7;40.1
Kaiser Gates;NOP;27;1;1;100;0.0;4.0;0.0;0.0;50.0;0.0;2.0;0.0;50.0;0.0;2.0;0.0
Bismack Biyombo;OKC;31;30;28;100;2.2;4.0;56.3;56.3;100;2.2;4.0;56.2;0.0;0.0;0.0;
Nicolas Batum;PHI;35;34;33;100;2.1;4.0;51.9;68.1;28.1;0.8;1.1;67.9;71.9;1.3;2.9;45.3
Caleb Houstan;ORL;21;38;33;100;1.5;4.0;38.4;55.3;6.6;0.2;0.3;69.2;93.4;1.3;3.7;36.1
Seth Curry;CHA;33;37;31;100;1.5;4.0;36.7;46.6;44.2;0.7;1.8;38.6;55.8;0.8;2.2;35.1
Jacob Gilyard;MEM;25;36;32;100;1.7;3.9;42.6;60.6;15.6;0.3;0.6;41.0;84.4;1.4;3.3;42.9
Jake LaRavia;MEM;22;11;10;100;1.4;3.9;37.2;43.0;44.2;1.0;1.7;57.8;55.8;0.5;2.2;20.6
Trayce Jackson-Davis;GSW;23;38;32;100;2.6;3.9;67.6;67.6;100;2.6;3.9;67.6;0.0;0.0;0.0;
Kenrich Williams;OKC;29;42;42;100;1.8;3.9;46.0;56.4;47.9;1.0;1.9;52.7;52.1;0.8;2.0;40.1
Jarace Walker;IND;20;17;13;100;1.6;3.9;42.4;51.5;51.5;0.9;2.0;47.0;48.5;0.7;1.9;37.8
Delon Wright;WAS;31;31;29;100;1.5;3.8;39.5;45.4;68.9;1.1;2.6;40.0;31.1;0.5;1.2;37.8
Amir Coffey;LAC;26;39;34;100;2.1;3.8;55.0;65.8;50.3;1.3;1.9;66.7;49.7;0.8;1.9;43.2
Thaddeus Young;TOR;35;23;20;100;2.4;3.8;62.1;62.6;93.1;2.3;3.5;65.3;6.9;0.0;0.3;15.4
Josh Okogie;PHX;25;46;43;100;1.6;3.8;43.1;49.7;54.6;1.1;2.1;54.6;45.4;0.5;1.7;29.1
Jae'Sean Tate;HOU;28;49;48;100;1.8;3.8;47.8;53.3;63.6;1.4;2.4;58.2;36.4;0.4;1.4;29.9
MarJon Beauchamp;MIL;23;38;33;100;1.8;3.8;47.6;56.3;54.5;1.1;2.0;55.1;45.5;0.7;1.7;38.6
Jarred Vanderbilt;LAL;24;28;25;100;1.9;3.8;51.4;55.2;74.3;1.6;2.8;58.8;25.7;0.3;1.0;30.2
Tosan Evbuomwan;DET;22;4;4;100;1.0;3.8;26.7;33.3;46.7;0.5;1.8;28.6;53.3;0.5;2.0;25.0
Larry Nance Jr.;NOP;31;35;33;100;2.1;3.7;56.5;63.4;69.5;1.6;2.6;61.5;30.5;0.5;1.1;44.7
James Wiseman;DET;22;33;31;100;2.5;3.7;67.5;67.5;98.4;2.5;3.7;68.7;1.6;0.0;0.1;0.0
Keita Bates-Diop;BKN;28;39;38;100;1.7;3.7;44.8;51.7;57.9;1.1;2.1;53.5;42.1;0.5;1.6;32.7
Jaden Springer;BOS;21;32;27;100;1.4;3.7;39.0;42.4;68.6;1.2;2.5;47.0;31.4;0.3;1.2;21.6
Mason Plumlee;LAC;33;21;20;100;2.4;3.7;66.2;66.2;100;2.4;3.7;66.2;0.0;0.0;0.0;
Anthony Black;ORL;20;48;42;100;1.8;3.7;49.4;56.3;64.2;1.3;2.4;55.7;35.8;0.5;1.3;38.2
Dru Smith;MIA;26;9;7;100;1.7;3.7;45.5;56.1;48.5;0.9;1.8;50.0;51.5;0.8;1.9;41.3
Ish Smith;CHA;35;43;39;100;1.5;3.7;41.8;43.0;94.9;1.4;3.5;41.3;5.1;0.1;0.2;47.4
Dominick Barlow;SAS;20;23;20;100;1.7;3.6;47.6;49.4;91.7;1.6;3.4;48.1;8.3;0.1;0.3;43.3
Jalen Wilson;BKN;23;14;12;100;1.8;3.6;49.0;56.9;66.7;1.2;2.4;49.8;33.3;0.6;1.2;47.1
Tre Mann;CHA;23;14;8;100;1.7;3.6;47.1;55.9;52.9;1.1;1.9;55.4;47.1;0.6;1.7;37.4
Nate Williams;HOU;25;8;8;100;1.8;3.6;48.3;50.0;89.7;1.6;3.3;50.2;10.3;0.1;0.4;34.2
John Konchar;MEM;27;42;38;100;1.5;3.6;41.4;49.3;43.4;0.9;1.6;59.2;56.6;0.6;2.0;27.8
Davion Mitchell;SAC;25;42;38;100;1.4;3.6;39.5;47.0;49.3;0.9;1.8;49.2;50.7;0.6;1.8;30.1
Drew Eubanks;PHX;27;46;45;100;2.3;3.6;64.0;64.9;98.2;2.2;3.5;63.4;1.8;0.1;0.1;100
Mike Muscala;DET;32;35;33;100;1.3;3.6;37.6;48.4;36.8;0.6;1.3;43.5;63.2;0.8;2.3;34.1
Malachi Flynn;DET;25;45;40;100;1.4;3.6;40.6;50.6;41.9;0.7;1.5;49.0;58.1;0.7;2.1;34.3
Ousmane Dieng;OKC;20;28;27;100;1.5;3.5;43.4;53.5;37.4;0.8;1.3;62.1;62.6;0.7;2.2;32.1
